phone_url,date,lang,country,source,domain,score,score_max,extract,author,product
/cellphones/samsung-galaxy-s8/,5/8/2017,en,gb,Very,very.co.uk,10,10,"this arrived a week before it's release date, very happy with it. Features are good, light weight and great screen resolution.",Karren,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/8/2017,en,us,Verizon Wireless,verizonwireless.com,10,10,I traded in my galaxy s6 for this one and I don't regret it. The battery is long lasting despite all the mindless scrolling I do on instagram and facebook. The images and photos look outstanding.,zenkitty,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/8/2017,en,us,Verizon Wireless,verizonwireless.com,6,10,"I have always been a Samsung fan, especially with their phones. Unfortunately, the S8, in my opinion, is no flagship phone. The S7 Edge is still the winner in my book. Here is why I feel the way I do. The tactile button on the home screen is cumbersome, as is the Bixby button on the side.",AT and T wins,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/8/2017,en,us,Verizon Wireless,verizonwireless.com,10,10,Took the risk and bought this phone and I must say it is impressive in every aspect. I was skeptical at first cause I've spend the last 3 years with Apple hardware and software being the latter my primary concern coming in.,Dwakal,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/8/2017,en,us,CNET,reviews.cnet.com,10,10,I moved from the S7 Edge and love this phone. I think the cons regarding the fingerprint scanner are wrong. I've had very little problem with the combination of the fingerprint and IRIS scanner. They work fine most of the time.,fflinty,"Samsung Galaxy S8 (64GB, Midnight Black)"
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,8,10,"I love the phone but there are some glitches. When I go to put in my pattern to unlock the phone, it unlocks before I'm done. I keep getting a pop up that says DQA stopped working (whatever that is). Few other things but over all it's a great phone.",Desiree42,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,This phone makes everything so easy to learn.,SassyRose,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,This is my third Galaxy S phone. It is amazing.,Robhig,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,8,10,"Battery life is great, but it would be better without the curved edge.",JPinCJ,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,The S8 is a more elegant than the iPhone. It does more. It allows me to set up the phone as I want it. I love it. I have been an Apple user for 22 years. It is possible to leave the mothership. I'm proof of that. Goodbye Apple.,SquareBH,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,8,10,Love the camera.. Love the phone,Sweetteri101,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,Phone is graet. Love it. U should get on too.,Timmy2toxic,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,"The Iphone 7+ is a good phone but the S8 is truly amazing. . . can't believe I'm saying that about a galaxy. Fast, snappy and the camera blows 7+ out of the water. Battery life is finally able to keep up a full 12 hours of hard use.",grout,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,gb,Very,very.co.uk,10,10,Move from iphone 6s to this s8.. amazing screen and futures... iphone is rubbish compare to samsung s8...,Agne,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Verizon Wireless,verizonwireless.com,2,10,"BUYER BEWARE: My wife and I both upgraded to the s8, we were big galaxy people. We loved the new phones until this weekend when both phones ended up with huge cracks, and seriously we have not dropped the phones at all. I went through the s5, 6, and 7 withhout cases and never had an issue.",jshcox,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Verizon Wireless,verizonwireless.com,6,10,"I was so excited to upgrade from the galaxy s6 but was quickly disappointed. I have a 2 month old son so a good camera is super important to me. And since the galaxy s6's camera was amazing I didn't expect newest galaxy to disappoint, I was actually expecting a far better camera.",Mp12,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Verizon Wireless,verizonwireless.com,4,10,This phone is admittedly breathtaking however it cannot survive even the simplest of mishaps. Both a close friend of mine and myself have broken ours within the first two weeks of receiving them. Mine feel from less than 2 feet and shattered the ENTIRE screen.,Hexxen,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,Simply the best phone by far. Loving it :),Cmoljak,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,2,10,I do not like this phone. I had it in my pocket with something else and the screen protector cracked. Replaced it and it has another crack in it. They need to do something different,tammyjohn,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/7/2017,en,us,Wireless AT&T,att.com,10,10,I love my new phone it really have lot great new features!!,Lovely Wan,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"Great phone. Very easy to manage. I do miss a few features that were on my old phone, but nothing I can't adjust too.",Ms_ Brandi,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"Its good, but there are some things to not like. The Bixby button is in the way and Bixby doesn't work anyway. The finger print scanner is in an awkward location and so far I find the face recognition to be less than effective. What light you are in seems to make a big difference.",longo,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Phone is great! It works just as I expected.,joffre,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"I have been truly impressed with the new Samsung Galaxy S8. It feels great in my hand. It very easy to read from It is incredibly responsive both to the touch and in changing sites. And, of course, the screen and picture on it are outstanding. I an a Samsung guy. This just helps me to stay one.",RolloT,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,I've only had the phone for a couple of weeks. So still getting used to the new features. Don't know for sure if I like or use the edge screen or folders. Still a lot of preloaded apps that I'll never use and can't take off. Disappointed I can't get a screen cover that will work with a case.,OlyO,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,2,10,Data issues immediately. Tech dept. Is going to get back to me.,dmc1355,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,If you are looking up this phone for reviews then you already have heard that it is a pretty good phone. I bought the S8 after a lot of research and anticipation but I was still blown away by everything that the phone offers.,Dkstl2017,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"Nice phone. Was worried about all the glass but not a problem. Love the fingerprint reader, works great.",E of a,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,6,10,Nice phone but wireless charger does not work,luis1,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"I'm. Still getting used to it. I had an S6 so there are changes. This GPS is working better. What I Don't like so far are the battery overheating shut downs. As soon as it gets a bit warm, I can't use the camera.",Gamp,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"Love the phone, EXCEPT, no infrared to use tv remote apps. That sucks, and now I have to carry my 5S as well.",Stl Scott,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Not since the HTC M1 have I been this impressed with with a new flagship phone. I love everything about this device.,boz2181,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,No regrets about this phone,Gicook,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"Finely Samsung has hit it out of the park with this new S8, Simply outstanding not buggy i'm believeable pictures",Lucca,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,I haven't found anything negative about it yet. The camera takes beautiful clear pictures. It has plenty of memory. I just lover it.,Kayelynne091w,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"We all know what's great about the phone by now and it is fantastic. There is only one thing I have found thus far that annoys me, the bixby button. I hit it all the time on accident and it lights up the phone even when locked. I'm hoping this will be fixed.",Nynvolt,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,4,10,Had the Galaxy S5 and thought it was time to uograde. The S8 has a larger screen and takes good pictures but honestly I think the S5 is every bit as good and in fact I like its size better. In my personal opinion I wish I had stayed with the S5 instead of dishing out the money for a new phone.,billd500,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Needed to get used to it but I really like it,Shellsb,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Best cell phone I ever owned.,bobbydean,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,4,10,"The curved edge makes it a little difficult to tap anything that might be on that edge. The other big issue with this phone so far, is that the Gadget Guard protective cover that AT&T sells for it will not stay on and can be broken with literally NO effort.",Jenee,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Love it!! Battery could last longer but phone is great!!!,Triciab82,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,I bought the Samsung s8 a few days after it came on market and so far I am very very happy. The phone is easy to use and is as described. I recently bought a wireless charger too and am having no issues with the wireless charging (so far).,Julz75,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,"This phone is great. If you can get one, do. Camera is awesome, functions are easy. Waaaaaay better than Apple. Also Very have ways to allow you to pay for the phone over time and/or their but now and pay later scheme. Thoroughly recommend.",Charleyellajones666,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,Bought the S4 because it was revolutionary. Now I've bought the S8 for the same reason. Absolutely amazing phone. Can't get my hands of it.,Moses,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,Arrived next day can't be more happier with the phone and with the service and I had prom code for extra Â£50 discount it :) I'll stay with you very for ever,Anonymous,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,"The S8 is a great phone, I cannot fault it at all. This is my first Android phone and it's really easy to use.",Droid,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,"Had this phone for a short time now, what an excellent piece of kit, love it, really smart and looks great.",Sanj,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,I bought this last week and so far I am very pleased with the phone,Secretkat,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Littlewoods,littlewoods.com,10,10,Bye bye iphone hello Samsung galaxy s8. Samsung miles ahead for iphone,Shep,"Samsung Galaxy S8, 64Gb - Black"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,"I ordered the phone a week ago and only expected to receive it a week later. I was pleasantly surprised when it turned up 2 days later. It is a beautiful slimline phone, have great features, takes amazing photos and you do not need to download instagram as the phone have built in filters.",Alta,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,"Crystal clear screen, absolutely rapid speed with no lag, and some great features. Plus, as it is slimmer, it fits in your pocket much easier than other mobiles. Simply the best mobile I've ever owned!",Shay,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,Bought this a week ago and it has exceeded my expectations.its so light but does everything.though my S7 was great but this S8 is fantastic,Trevem65,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,I recently purchased my galaxy s8 and couldn't be happier brilliant mobile why anyone would chose an I phone instead of this stunning device is beyond me.,Mike81,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,This is by far the best phone I have ever purchased and the best samsung pnone so far,Mk10,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,This has got to be the best phone around just now. The screen without a doubt is so beautiful. Even though it is a big 5.8 inch screen it only has a similar footprint as my P9. You will not be disappointed with this device.,Mattie,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,This phone is amazing screen isnt as big as the s7 edge so id buy the plus version if it was me but overall faultless,James,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,"went from S5 to LG G5 thought it was ok but not as many features , then bought this and Wow"""" so much more you can do with Samsung",Carl,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,gb,Very,very.co.uk,10,10,I bought it and i like the product its good fone nice features,Anonymous,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"Phone is Amazing , no buttons beside the ones on the sides it's a beautiful phone , worth the preordering and money .",Guadalupe kidd,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"Love my galaxy 8. It does have problems downloading media pictures however, I'm hoping it's a software issue.",Galaxy 8,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,I must say I have no complaints about this phone.,Bs52693,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Easy to use with a larger screen.,Amigo,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Very excellent phone with good battery life that doesn't get hot. Very good battery life also.,Ed Ed,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Is good. Me like Me think you like too,MeLike,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,4,10,"Pros: - Great Features - ""Ok Google"" is a great feature when i drive and need to message someone , or google a phone number. - Great quality  Cons - It takes literally forever to Charge, I've done some research and I'm not the only one.",Frenchj2,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Everything about this phone is awesome.,Cooldad,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"Constantly getting the ""DQA has stopped working"" message. Im unable to get rid of it. I've tried the recommendations, except the one we need tro purchase to get rid of the message. We shouldn't have to pay fix this issue. Otherwise, love the phone, the videos and pictures, excellent",Just bubblz,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Nice camera and screen quality. Battery has great life. Happy 100%.,DRJ0,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,4,10,Only a baby or capuchin monkey could type o this phone c u need tiny fingers. It's located to use and for the most I should be able o take pictures and not have so many spelling errors.,Cort65,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,The phone is great but the screen is very sensitive. You butt dial a lot. Make sure you get a glass screen protector,DF2017,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"This upgrade from my old HTC One M8 has been awesome, everything from the camera to the design and color, and it's fast in everything I do, even the charging speed is amazing! Couldn't be happier.",Saissac85,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,"Overall a great phone. The camera has all kind of new and good features and takes more true pictures especially sunsets. However, the lower mega pixels does not allow as much zooming as before which is disappointing.",Execkid,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Love it best phone I ever had.,Wowser,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,A very nice phone. Has many new gadgets,The1fpm,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,So far phone is working great had minor problems with a Wi-Fi update but got it done,Hubby phone,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,8,10,Love the Samsung Galaxy 8!,kylesmom,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"Camera is nice, infinity screen is nice. I'm a Samsung fan, so it's great!!",Jakedsnake,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,I had a Nexus 6 for two years and loved it. Only got the S8 because the Nexus was slowing down. I am blown away by the S8. Highly recommended!,Drakyn1206,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"The S8 is a huge upgrade from my S4, I love it The battery life lasted a long time. I can play my Spotify all day at work and still have a 70% charge at the end of the day.",Stephrog,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,4,10,Galaxy s 6 is better want galaxy back,Bobby D,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"I, am a nerd. I am a phone nerd. I am THE phone nerd. I've owned every iPhone and Android made (seriously, had 7 android just last year), and this phone is the best ever. Highly recommended",devnulljm,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"Beautiful phone, love the big screen. The iris scanner works great.",Nand,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,I have been buying galaxy phones since the Vibrant. This is the best one yet. No complaints here,20blks,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"This phone is really amazing.Nice specs,fast and CAMERA is very clear",Shane123078,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"The Samsung Galaxy S8 exceeded expectations in looks, operation and functionally. It replaced a two year old Galaxy S6. Set-up was easy and the software interface was much improved. Port over of settings and files from old phone was fast and easy.",roger77,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,"This is the best Galaxy everything !!! Smart,confortable and precisioner technology. Forever...the best !!!!",carlitosways,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,Great phone! I love the upgrades and the infinity screen.,Hueby15,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/6/2017,en,us,Wireless AT&T,att.com,10,10,the s8 is killer! upgraded from the S6,bmena,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Wireless AT&T,att.com,8,10,The rounded edges make it very important that you find the right screen protector. Even with that - it lifted up with the case for a few days. Fingertip sensor on the back is the worst change. Right next to the camera and it's not a natural way to hold your hand.,Alicia11,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Wireless AT&T,att.com,8,10,"The Galaxy S8 is very fast and a very pretty phone. I like how thin it is compared to my old 6S plus. I am not fond of the fingerprint being on the back of the phone, it's just awkward. I think all in all it will be an upgrade over my iPhone.",MarkfromNY,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Wireless AT&T,att.com,10,10,"Love my new GS8. Great phone with nice features. Love the camera and the apps. Charges quickly. Battery does go down fast depending on usage. Otherwise, I think this is a great phone.",wallyr,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Wireless AT&T,att.com,10,10,GREAT PHONE n I will recommended to I know,Sfulton604,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Samsung,samsung.com,9.6,10,The phone is very light comparing to the phones i had before. Watching a video on SAMSUNG GALAXY S8 in a dark room is just a breath taking moment because the image resolution is just TOO GOOD to be true. its crystal clear and really high DEF!!,KingJake ,Samsung Galaxy S8 64GB (AT&T)
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Samsung,samsung.com,7.2,10,"The phone looks great, works good..but it doesn't have basic functionality good.",dart09 ,Samsung Galaxy S8 64GB (AT&T)
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Samsung,samsung.com,2,10,Clunky is the best word for it. The new features are a joke. The Interface is slow and annoying constantly needing to hit a button 2 or three times. And the curved edges effect typing. Extremely regret getting the s8,Cathulooolllloooooo ,Samsung Galaxy S8 64GB (AT&T)
/cellphones/samsung-galaxy-s8/,5/5/2017,en,gb,Very,very.co.uk,10,10,Pre ordered and received early. Amazing phone features and quality camera.,James,"Samsung Galaxy S8, 64Gb - Orchid Grey"
/cellphones/samsung-galaxy-s8/,5/5/2017,en,us,Verizon Wireless,verizonwireless.com,10,10,I was amazed by the Samsung Galaxy S8+ it is definitely the fastest Galaxy yet. If you are thinking about switching to this phone... DO IT! You will not be disappointed! 10/10. Samsung knocked this out of the park!!,Ben595,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Wireless AT&T,att.com,2,10,"I was iPhone user for ten years and I never had any connection problem, wifi or making a call, I just switched to Samsung and wifi is disconnecting so many times consuming my data. I tried everything I found on forums but no solution yet. :(",2336g,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Wireless AT&T,att.com,8,10,Awesome phone HATE I BIXBY and there should be some kind of touch config have to type real hard,Kbrm,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Wireless AT&T,att.com,10,10,"Love the phone so far, longer battery life. Camera has always taken great photos.",Marijo63,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Wireless AT&T,att.com,10,10,"Samsung Galaxy S8 appears to be all that was promised. I highly recommend it to anyone in the market looking to upgrade. My husband purchased the S8+ which is also a great phone but it if he could do it again he would not get the S8+ phone which is just a little too large, the size of the S8 is much...",Mary from Kentucky,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Wireless AT&T,att.com,10,10,Was so glad to get a new phone. This phone does just what I need.,Walfoxx,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Wireless AT&T,att.com,10,10,"Pros: infinity display, display takes up most of screen, outstanding performance, no lag, dual Bluetooth connection with bt 5.0, dual quad core processors, camera way better than iPhone 7, more real tone pictures, fingerprint unlock without pushing home button first, etc...",jamez2013,Samsung Galaxy S8
/cellphones/samsung-galaxy-s8/,5/4/2017,en,us,Amazon,amazon.com,2,10,Constantly errors and screen protectors are horrible.,Magnumous,"Samsung Galaxy S8 (64GB) G950U 5.8"" 4G LTE Unlocked (GSM + CDMA, US WARRANTY) (Orchid Gray)"
